topic;media;id_session;DOCID;Order;ABSTRACT;TITLE;AUTHORS;LABOS;FILE
Composants semi-conducteurs;poster;SP-J3-A;29981;0;Un chargeur de condensateurs de forte puissance utilisant la topologie convertisseur Boost a été développé. Les composants clefs de ce chargeur sont des commutateurs semi-conducteurs à forte puissance (IGCT), ainsi qu'une bobine de stockage inductif à densité d'énérgie très élevée. Le present article décrit le design et les investigations correspondants au chargeur en combinaison avec une source d'énérgie de forte puissance, un volant d'inertie. Un condensateur de puissance d'une capacité de 900 µF a été chargé à 4,8 kV en 100 ms, ce qui correspond à une puissance de charge de plus que 100 kW. Les essais ont démontré un comportement de commutation fiable et robuste. Dans une étape suivante, nous avons étudié et testé les contraintes sur le convertisseur pendant une durée de plusieurs secondes et avec une charge résistive. Avec une puissance d'entrée de plus de 250 kW, le système a été testé sur une durée de plusieurs secondes.;Chargeur de condensateurs de forte puissance utilisant des IGCT dans un convertisseur Boost;Brommer Volker  (1), Liebfried Oliver  (1), Scharnholz Sigo  (1);1 - Institut Franco-Allemand de recherches de Saint-Louis (France);http://sge2014.sciencesconf.org/29981/document
Composants semi-conducteurs;poster;SP-J3-A;30020;0;"L'utilisation de busbars laminés à très faible inductance a été un facteur décisif dans le développement de convertisseurs de puissance de plus en plus compacts et performants.
La simulation numérique s'impose aujourd'hui comme un outil permettant d'optimiser efficacement les caractéristiques électriques (inductance) et thermiques (sécurité, protection de l'isolation électrique) des busbars, leurs coût de conception et de fabrication, et les
délais de réponse aux clients.
Une approche multiphysique a été retenue par MERSEN pour répondre à ces différentes problématiques, à l'aide des logiciels InCa3D et COMSOL Multiphysics. La comparaison des simulations thermiques avec des essais en laboratoire a permis de mettre en évidence une précision de +/- 2K sur les échauffements inférieurs à une centaine de Kelvins.";Simulation multiphysique pour la conception busbars laminés;Gerlaud Antoine  (1);1 - Laboratoire LAPLACE (France);http://sge2014.sciencesconf.org/30020/document
Composants semi-conducteurs;poster;SP-J3-A;30036;0;Une nouvelle architecture de terminaison est proposée pour les diodes Schottky diamant. En utilisant des simulations par éléments finis avec les outils Sentaurus TCAD (Technology Computer-Aided Design), nous avons étudié l'impact de simples modifications de l'architecture des plaques de champ sur la tension de claquage. La tenue en tension augmente, mais ces modifications ne permettent pas de réduire la valeur du champ électrique au bord de la plaque de champ dans le diélectrique. Plusieurs topologies avec des formes originales ont été proposées pour résoudre ce problème. Les simulations paramétriques ont été utilisées pour optimiser les paramètres technologiques de ces structures de terminaison en vue de réduire la valeur crête du champ électrique en bord de terminaison, tout en maintenant la tension de claquage élevée. La solution retenue a permis de réduire le champ électrique maximal de 57 à 13 MV/cm.;Optimisation de la terminaison d'une diode Schottky diamant haute tension;Arbess Houssam (1), Isoird Karine  (1), Planson Dominique  (2), Phung Luong Viet  (2);1 - Laboratoire LAAS (France), 2 - Laboratoire AMPERE (France);http://sge2014.sciencesconf.org/30036/document
Composants semi-conducteurs;poster;SP-J3-A;30052;0;Cet article présente une architecture de structure bipolaire bidirectionnelle en courant et en tension (BipAC) pour des applications de gestion d'énergie sur le réseau alternatif 230V-50Hz. La structure bipolaire que nous proposons est une structure verticale bidirectionnelle, commandable à la fermeture et à l'ouverture, réalisable sur substrat N (type PNP) ou P (type NPN). Sa faible chute de tension à l'état passant et sa commande ON/OFF avec une seule électrode de référence la rendent intéressante pour des applications spécifiques à faible niveau de courant (inférieur à 1A). Cette étude s'appuie sur des simulations physiques 2D effectuées à l'aide du logiciel Sentaurus.;Structure bipolaire bidirectionnelle en courant et en tension sur silicium (BipAC);Rizk Hiba  (1) (2), Tahir Hakim  (3) (2), Bourennane Abdelhakim  (1) (2), Laur Jean-Pierre  (1) (2), Breil Marie  (3) (2), Morillon Benjamin  (4), Menard Samuel  (4), Collard Emmanuel  (4);1 - Université Paul Sabatier-Toulouse III  (France), 2 - Laboratoire LAAS (France), 3 - Université de Toulouse (France), 4 - STMicroelectronics (France);http://sge2014.sciencesconf.org/30052/document
Composants semi-conducteurs;poster;SP-J3-A;30137;0;Cet article traite de l'estimation des pertes dans les transistors bipolaire SiC. Deux méthodes sont présentées ici. La première, qualifiée d'électrique, consiste à mesurer la tension et le courant commutés par le composant puis de calculer les pertes par conduction et par commutation (amorçage et blocage indifférenciés). Cette méthode de mesure, très sensible, est ensuite comparée à la deuxième méthode dite méthode calorimétrique. Cette dernière simplifiée ici consiste à mesurer l'élévation de température d'un bloc d'aluminium sur lequel le transistor est monté. Connaissant la capacité thermique du bloc d'aluminium, il est ensuite possible de calculer les pertes totales dans le transistor pourvu (les échanges thermiques avec l'extérieur sont négligés pour le calcul). La faible différence de résultats valide la méthode électrique qui, combinée à la méthode de la double impulsion, permet l'étude de différents paramètres environnants (courant de base, courant de collecteur, diode anti-saturation, température de jonction...) pour une température de jonction quasi-constante.;Estimation des pertes dans les transistors bipolaires SiC;Chen Cheng  (1), Labrousse Denis  (1), Lefebvre Stéphane  (1), Buttay Cyril  (2), Morel Hervé  (2);1 - Laboratoire SATIE (France), 2 - Laboratoire AMPERE (France);http://sge2014.sciencesconf.org/30137/document
Composants semi-conducteurs;poster;SP-J3-A;30175;0;"Afin d'étudier les commutations du transistor SiC-JFET ""Normally-off"", l'évolution des capacités inter-électrodes est présentée dans ce papier lorsque le composant est en régime désaturé. La capacité de contre-réaction Cgd est tout d'abord caractérisée par la méthode des pinces de courant et ensuite validée par la mesure à l'aide d'analyseur d'impédance. Ces méthodes de caractérisation sont ensuite appliquées à la mesure de la capacité de sortie Coss, et montrent une forte augmentation de capacité apparente en régime désaturé. L'influence de la résistance de grille interne est alors étudiée, soulevant la problématique de mesure des capacités inter-électrodes des composants de puissance lorsque le canal conduit. Les résultats de caractérisation permettent finalement la mise en oeuvre d'un modèle comportemental dont le comportement en commutation est validé par des mesures sur un hacheur buck.";"Caractérisation des capacités inter-électrodes d'un SiC-JFET "" Normally-off "" en régime désaturé";Li Ke  (1), Videt Arnaud  (1), Idir Nadir  (1);1 - Laboratoire L2EP (France);http://sge2014.sciencesconf.org/30175/document
Composants semi-conducteurs;poster;SP-J3-A;30186;0;Dans ce travail, nous proposons des solutions de durcissement contre les radiations afin d'augmenter les zones de sécurité de fonctionnement (SOA) des composants de puissance comme les IGBT. Nous présentons certaines modifications, réalisées au niveau design, permettant la désensibilisation contre les phénomènes de déclenchement liés aux structures parasites, afin d'améliorer la tenue aux radiations des composants de puissance à grilles isolées.;Durcissement des IGBT planar contre le déclenchement de « Single-Event Burnout »;Zerarka Moustafa  (1), Austin Patrick (1), Morancho Frédéric (1), Isoird Karine (1), Tasselli Josiane (1), Phulpin Tangay (1);1 - Laboratoire LAAS (France);http://sge2014.sciencesconf.org/30186/document
Composants semi-conducteurs;poster;SP-J3-A;30188;0;Ce travail de recherche propose une approche nouvelle de modélisation de diodes Schottky/JBS en carbure de silicium en employant la seule équation de Shockley comme terme générique d'un modèle électrique multi-branches. La fonction de Lambert est utilisée pour s'affranchir du caractère implicite de cette équation. In fine, des paramètres - dits phénoménologiques - sont déterminés afin de reconstruire la caractéristique IVT en dessous et au dessus du seuil avec un facteur de qualité convaincant. Deux cas sont traités, celui d'une diode Schottky SiC avec interface en Tungstène stable, et celui de diodes Schottky et JBS avec interface en Nickel issues de procédés de conception/fabrication en cours de développement. Les résultats obtenus permettent de discuter de la maturité/qualité de l'interface métal/semiconducteur étudiée et des possibles mécanismes de conduction à l'oeuvre. Enfin, le modèle phénoménologique présente aussi un intérêt en terme de simulations électriques.    ;Modélisation phénoménologique de la caractéristique IV en direct de diodes Schottky/JBS en carbure de silicium;Asllani Besar (1), Niu Shiqin (1), Denis Patrick (1), Berthou Maxime (1), Tournier Dominique (1), Brosselard Pierre (1);1 - Laboratoire AMPERE (France);http://sge2014.sciencesconf.org/30188/document
Contraintes d'usage;poster;SP-J2-A;29926;0;Les perturbations électromagnétiques telles que la diaphonie sont un grand problème pour le contrôle des composants dans l'électronique de puissance. Dans ce travail, un modèle de prédiction des couplages par diaphonie entre les signaux de commande et de puissance d'un hacheur survolteur est présenté. Ce modèle est issu de modélisation basée sur la méthode des moments, et d'optimisation réalisée par des algorithmes génétiques. Le modèle Spice proposé est utilisé pour étudier la diaphonie en fonction des paramètres physiques des pistes entre la partie commande et la partie puissance d'un hacheur survolteur.;Modèle de Prédiction des Couplages par Diaphonie entre les Signaux de Commande et de Puissance d'un Hacheur Survolteur;Tidjani Nassima  (1), Le Bunetel Jean-Charles  (2);1 - Laboratoire LTSS, Université Amar Telidji, Laghouat, Algérie (Algérie), 2 - Groupe de Recherche en Matériaux, Microélectronique, Acoustique et Nanotechnologies (France);http://sge2014.sciencesconf.org/29926/document
Contraintes d'usage;poster;SP-J2-A;30089;0;Cette étude vise à évaluer l'effet des stress électriques extrêmes sur la fiabilité des convertisseurs et composants de type « Smart Power » destinés à des applications de transport routier utilisant des batteries 24V. Il s'agit de comparer, l'influence des contraintes électriques sévères de type avalanche et court-circuit, avec un niveau d'énergie similaire, sur le mode de dégradation et la durée de vie. Trois protocoles de tests ont été réalisés : i) Essais de vieillissement sous court-circuit répétitif, ii) Essais de vieillissement sous régime d'avalanche répétitif et iii) Essais de vieillissement sous le mode de protection intégré au composant Eswitch de Freescale. Les évolutions de plusieurs paramètres électriques tels que la résistance à l'état passant, la tension de seuil et le courant de saturation ont été suivies au cours du vieillissement. Les résultats obtenus montrent que la durée de vie des composants vieillis en mode avalanche et protection est pratiquement similaire. Par contre, le mode de vieillissement sous court-circuit répétitif est beaucoup plus contraignant avec une durée de vie divisé par un facteur proche de 8. ;Etude comparative de l'effet des contraintes électriques extrêmes : application aux composants « Smart Power »;Rostaing Gilles  (1), Berkani Mounira  (2) (1), Labrousse Denis  (1), Lefebvre Stéphane  (1), Dupuy Philippe  (3);1 - Laboratoire SATIE (France), 2 - Université Paris-Est Marne La Vallée (France), 3 - Freescale Semiconductors (France);http://sge2014.sciencesconf.org/30089/document
Contraintes d'usage;poster;SP-J2-A;30105;0;Actuellement, les composants à semi-conducteur de puissance sont basés sur des structures volumineuses pour tenir la tension. Dans ce contexte, une nouvelle terminaison (Deep Trench termination ? DT2) basée sur une tranchée remplie de BenzoCycloButène (BCB) a été proposée en 2008. Pour la première fois, une diode DT2 a été reportée sur un substrat DBC (Direct Bonded Copper) en utilisant le procédé de frittage d'argent, afin de confirmer la faisabilité d'intégrer cette nouvelle technologie dans les futurs assemblages de puissance. Dans un second temps, l'assemblage a été soumis à un vieillissement accéléré afin de confirmer la stabilité électrique de cette terminaison. Des mesures de tenue en tension, des observations optiques et des simulations sous TCAD-SENTAURUS ont été effectuées afin de fournir une explication aux phénomènes induits lié au vieillissement.;Fiabilité d'une diode DT2 reportée sur un substrat DBC par frittage de pâte d'argent;Baccar Fédia  (1), Théolier Loic  (1), Azzopardi Stephane  (1), Le Henaff Francois  (1), Deletage Jean-Yves  (1), Woirgard Eric  (1);1 - Laboratoire IMS (France);http://sge2014.sciencesconf.org/30105/document
Contrôle/Diagnostic;poster;SP-J3-B;27813;0;Les machines synchrones associées à leur onduleur de tension sont généralement pilotées en courant. Dans cet article, nous nous intéressons à la commande en pleine onde de tension. La seconde partie décrit les performances attendues avec ce mode de commande. Dans la troisième partie, nous présentons une machine synchrone à commutation de flux à double excitation (mscfde), dont les caractéristiques en font une candidate potentielle pour la motorisation électrique des véhicules hybrides ou électriques. Dans la quatrième partie, sont présentés les résultats expérimentaux de cette mscfde comportant des aimants permanents ferrite (Br = 0,4T), alimentée en pleine onde de tension, pour convertir le maximum de puissance. Dans la dernière partie, nous présentons deux solutions originales, pour accroitre cette puissance maximale convertible.;Proposition pour accroitre la puissance convertible par un ensemble onduleur de tension : machine synchrone à commutation de flux à double excitation dans une application motorisation de véhicule hybride ou électrique;Hoang Emmanuel  (1), Gaussens Benjamin  (1), Lecrivain Michel  (1), Gabsi Mohamed  (1);1 - Laboratoire SATIE (France);http://sge2014.sciencesconf.org/27813/document
Contrôle/Diagnostic;poster;SP-J3-B;28840;0;"Nous nous proposons d'exploiter les informations révélées par la morphologie du signal de la tension d'une pile à combustible (PàC) de type PEM afin de développer un outil de diagnostic. L'essentiel de l'information contenue dans un signal « rugueux » se situe souvent dans ses singularités et ses structures irrégulières ; la méthode des ondelettes et les outils d'analyse fractale apparaissent alors bien appropriés pour l'étude de signaux irréguliers tels que les tensions d'une PàC. Dans nos investigations, nous adoptons l'analyse multi-échelle fondée sur les ondelettes continues pour observer le comportement du signal de tension sur une large gamme d'échelles ; nous mettons en ?uvre le formalisme multifractal basé sur les maxima locaux de la transformée en ondelettes (MMTO) afin de quantifier la force des singularités et leur distribution pour différentes conditions de fonctionnement de la PàC. La méthode développée permet de discriminer diverses conditions opératoires à l'aide des spectres de singularités calculés sur la seule base des signaux de tension d'une PàC.";Un nouvel outil de diagnostic non intrusif d'une pile à combustible basé sur la mesure des singularités de la tension;Benouioua Djedjiga  (1) (2), Candusso Denis (1) (2), Harel Fabien (2) (3), Oukhellou Latifa (4);1 - Laboratoire IFSTTAR-LTN (France), 2 - Laboratoire FC Lab (France), 3 - Laboratoire IFSTTAR-LTE (France), 4 - Laboratoire  IFSTTAR-GRETTIA (France);http://sge2014.sciencesconf.org/28840/document
Contrôle/Diagnostic;poster;SP-J3-B;29007;0;"Dans cet article, une nouvelle méthode de commande non linéaire basée sur la platitude différentielle est appliquée pour un système de conversion d'énergie éolienne raccordé au réseau. Le principe de la commande est basé sur la planification des trajectoires des composantes du vecteur représentatif de la variable de sortie du système. Cette planification permet à la commande de fonctionner en poursuite de point de puissance maximal d'une éolienne (PPPM). L'avantage principal de la méthode proposée est le bon contrôle du système, même pendant le régime transitoire.
Le système étudié comprend une éolienne à axe horizontal à trois pales, une génératrice synchrone à aimants permanents (MSAP) avec un nombre élevé de pôles qui permet un couplage direct à la turbine sans multiplicateur de vitesse. La génératrice est connectée au réseau via une interface d'électronique de puissance et un filtre. Un profil aléatoire de la vitesse du vent a été utilisé, afin d'illustrer les différents contrôles effectués. Les résultats de la simulation obtenus sous Matlab/Simulink sont discutés pour valider la stratégie de commande.";Commande par platitude d'un système de conversion d'énergie éolienne à vitesse variable connectée au réseau.;Aimene Merzak  (1), Payman Alireza  (1), Dakyo Brayima  (1);1 - Laboratoire GREAH (France);http://sge2014.sciencesconf.org/29007/document
Contrôle/Diagnostic;poster;SP-J3-B;30010;0;Cet article présente une modélisation de la machine asynchrone permettant le diagnostic des modulations des courants statoriques dans le cas d'oscillations du couple de charge. Le modèle proposé est établi en régime permanent pour un système en boucle ouverte. Les composantes oscillatoires du couple de charge entraînent l'apparition de modulations d'amplitude et de modulations de phase sur les courants d'alimentation de la machine. Les caractéristiques de ces modulations dépendent des paramètres électriques et mécaniques, du point de fonctionnement de l'entraînement, de la fréquence des oscillations de couple. Un modèle analytique de l'entraînement, basé sur le modèle d'état linéaire dans le domaine fréquentiel est proposée afin de prédire les composantes spectrales des courants statoriques. Le modèle proposé est validé par des mesures expérimentales.;Détermination et diagnostic des modulations des courants statoriques d'une machine asynchrone en présence d'oscillations de couple;Trajin Baptiste  (1), Regnier Jérémi  (2), Faucher Jean (2);1 - Laboratoire Génie de Production LGP (France), 2 - Laboratoire LAPLACE (France);http://sge2014.sciencesconf.org/30010/document
Contrôle/Diagnostic;poster;SP-J3-B;30019;0;De nombreux travaux cherchent à améliorer les performances des convertisseurs d'énergie électrique embarqués à bord des futurs avions. Les transistors à base de carbure de silicium (SiC) et nitrure de gallium (GaN), qui peuvent commuter plus rapidement que leurs homologues à base de silicium, offrent, dans ce cadre, des perspectives intéressantes. Cet article présente l'étude d'un convertisseur DC/DC Bidirectionnel Isolé (appelé Dual Active Bridge, DAB) qui fera l'interface entre les bus de tension continue 28V et 540V des avions du futur. Les trois degrés de liberté qu'offre ce type de convertisseur permettent la minimisation des pertes dans les semiconducteurs aux prix d'une commande très complexe. Nous présentons ici une méthode plus simple mais qui permet une forte réduction des pertes dans les semiconducteurs.;Méthode sous-optimale de commande des transistors Grand Gap dans un convertisseur DC/DC réversible isolé;Cougo Bernardo  (1), Schneider Henri  (1);1 - Laboratoire LAAS (France);http://sge2014.sciencesconf.org/30019/document
Contrôle/Diagnostic;poster;SP-J3-B;30096;0;Ce papier traite de la détection des défauts sur les capteurs pour un ensemble Machine Synchrone et Onduleur par des méthodes d'estimation d'état. Les capteurs à surveiller dans notre cas sont ceux de la position/vitesse et des courants de phase. Des résultats expérimentaux illustrent l'approche utilisée.;Diagnostic des capteurs pour la commande des entrainements électriques;Diao Sidath  (1) (2), Diallo Demba  (1), Makni Zaatar  (2), Marchand Claude  (1);1 - Laboratoire LGEP (France), 2 - VALEO (France);http://sge2014.sciencesconf.org/30096/document
Contrôle/Diagnostic;poster;SP-J3-B;30169;0;Au cours des dernières décennies, les progrès dans la technologie de l'électronique de puissance a permis de développer l'utilisation des convertisseurs de puissance dans une large gamme d'applications incluant les véhicules électriques. Dans de telles applications critiques, un haut niveau de fiabilité est nécessaire. Les convertisseurs de puissance jouent un rôle essentiel dans le maintien d'un fonctionnement normal pour tous les types de transport électrifié, incluant les véhicules électriques à pile à combustible. Par conséquent, la fiabilité des convertisseurs est cruciale, puisque un défaut dans ces circuits pourrait provoquer une panne ou un disfonctionnement sur l'ensemble de la chaîne de traction si aucune stratégie tolérante aux défauts n'était appliquée. L'objectif de cet article est de présenter une méthode de diagnostic originale fondée sur trois nouvelles variables crées à partir des mesures de courant de phase. Une connaissance approfondie de l'emplacement du défaut permet de mettre en place une stratégie tolérante aux défauts afin d'optimiser les modes dégradés.;Diagnostic de défauts d'un convertisseur boost entrelacé pour véhicules électriques à pile à combustible;Guilbert Damien  (1), Gaillard Arnaud (1), N'diaye Abdoul (1), Djerdir Abdesslem (1);1 - Institut de Recherche sur les Transports, l'Energie et la Société (France);http://sge2014.sciencesconf.org/30169/document
Contrôle/Diagnostic;poster;SP-J3-B;30302;0;Le développement des énergies renouvelables et en particulier de l'énergie éolienne offshore ainsi que la multiplication des liaisons HVDC entre les différents pays de l'Union Européenne amène à considérer l'élaboration d'un réseau maillé HVDC complet superposé au réseau maillé HVAC déjà existant. Cet article propose dans un premier temps une bibliothèque MATLAB-simulink permettant de modéliser tout système VSC-HVDC multi-terminaux indépendamment de sa topologie et de ses caractéristiques. Dans un deuxième temps, la commande maître-esclave est généralisée à un système multi-terminaux afin d'en expliciter les limites. Ensuite, la commande ?voltage droop? est utilisée afin d'améliorer le contrôle du système VSC-HVDC considéré, en assouplissant les contraintes de tension sous-jacentes à la commande précédente. Enfin, l'impact du coefficient de la commande ?voltage droop? sur le comportement global du système est étudié.;Modélisation, simulation et commande des systèmes VSC-HVDC multi-terminaux;Akkari Samy  (1), Petit Marc  (1), Guillaud Xavier  (2), Dai Jing  (1);1 - Dpt. Energie, SUPELEC-Campus Gif (France), 2 - Laboratoire L2EP (France);http://sge2014.sciencesconf.org/30302/document
Dispositifs EM et actionneurs spéciaux;poster;SP-J1-B;30066;0;The Brushless Doubly-Fed Reluctance Machine (BDFRM) is being considered as a viable generator alternative to be used in wind turbines. A literature review shows that there is still a lack of researches to define a design procedure to make this machine widely used in such application. This paper aims to address this issue by considering a new BDFRM design method using a reluctance network approach and the concepts of sizing and optimization models. It also presents a case study using the proposed methodology where the torque has increased significantly whereas the iron mass has been kept to a minimum.;A New Approach on the Design and Optimization of Brushless Doubly-Fed Reluctance Machines;Staudt Tiago  (1) (2), Wurtz Frédéric  (2), Gerbaud Laurent  (2), Batistela Nelson  (1), Kuo-Peng Patrick  (1);1 - Federal University of Santa Catarina - UFSC (BRAZIL) (Brésil), 2 - Laboratoire G2ELab (France);http://sge2014.sciencesconf.org/30066/document
Dispositifs EM et actionneurs spéciaux;poster;SP-J1-B;30076;0;Une méthode de pré-dimensionnement de machine électrique offrant un grand nombre de degrés de liberté au concepteur est présentée dans cet article. Cette méthode s'appuie sur un algorithme analytique de construction de machine électrique à partir de l'induction d'entrefer. L'ensemble des grandeurs géométriques, magnétiques et électriques sont ainsi déduites. Un algorithme d'optimisation couplé à ce modèle, donne au concepteur la possibilité d'ajuster un grand nombre de degrés de liberté pour une même application. Enfin une validation par un modèle 2D éléments finis permet d'avoir un rendu visuel de la répartition des flux et de la machine électrique. Aussi, sur la base de cette étude, un modèle dynamique de la machine synchrone associée aux paramètres déduits a été validé en boucle fermée en utilisant la commande par autopilotage des courants statoriques. Les résultats ainsi obtenus confirment bien l'approche de pré-dimensionnement proposée;Pré-dimensionnement d'une machine synchrone à aimants permanents validé par un modèle dynamique;Estival Pierre  (1) (2), Krebs Guillaume  (2), Marchand Claude  (2), Sehab Rabia  (1), Barbedette Bertrand  (1);1 - Centre de Recherche et d'Ingénierie de l'ESTACA (France), 2 - Laboratoire LGEP (France);http://sge2014.sciencesconf.org/30076/document
Dispositifs EM et actionneurs spéciaux;poster;SP-J1-B;30162;0;Dans cet article, une machine à réluctance variable à double saillance et comportant un bobinage d'excitation est d'abord présentée. La modélisation et la caractérisation de cette machine sont ensuite proposées. Les performances tels que les gains en couple, puissance mécanique et rendement seront mis en avant. ;Modélisation et caractérisation d'une machine à réluctance variable à double saillance avec bobinage d'excitation;Rain Xavier  (1), Krebs Guillaume  (1), Marchand Claude  (1);1 - Laboratoire LGEP (France);http://sge2014.sciencesconf.org/30162/document
Dispositifs EM et actionneurs spéciaux;poster;SP-J1-B;30179;0;Dans cet article nous nous proposons de comparer diverses structures de machines synchrones à aimants permanents à même spécification. Le domaine applicatif est l'automobile pour des machines hautes vitesses (vitesse périphérique supérieure à 150 m.s-1). Les structures comparées sont optimisées pour un cahier des charges dans lequel la vitesse de base n'est pas fixée. Nous décrivons sommairement les modèles utilisés, puis la stratégie d'optimisation envisagée. Celle-ci repose sur la recherche d'une vitesse de base qui permet de minimiser les pertes sur la caractéristique maximale en zone de puissance constante. Nous présentons les résultats d'optimisation pour quatre structures de machines synchrones à aimants permanents avec différentes architectures.;Comparaison structures de machines synchrones à aimants permanents vis-à-vis des critères compacité- rendement;Bouker Hiba  (1), Vido Lionel  (1), Ben Ahmed Hamid  (1);1 - Laboratoire SATIE (France);http://sge2014.sciencesconf.org/30179/document
Dispositifs EM et actionneurs spéciaux;poster;SP-J1-B;30193;0;Cette étude présente une analyse fréquentielle de la force radiale de Maxwell appliquée sur la surface interne du stator d'une machine synchrone à aimants permanents surfaciques (MSAP) à bobinage dentaire. Cette force radiale est le siège d'harmoniques spatio-temporels liés aux effets de la denture, de la saturation, de l'armature, des aimants inducteurs, et de leurs interactions. L'outil prédictif ACHFO (Analytical Calculation of Harmonics Force Orders) permet une détermination analytique de ces harmoniques spatio-temporels et plus particulièrement, l'ordre d'espace et la fréquence porteuse associée. De plus, un point important, il permet d'identifier les effets « sources » de ces harmoniques de forces à l'origine du « bruit magnétique ». Une comparaison à des simulations comportementales numériques par éléments finis (EF) mais aussi à des tests expérimentaux valideront les résultats.   ;"Outil de prédiction et d'identification des ""ordres et fréquences"" de la force radiale pour des machines synchrones à aimants permanents (MSAP) à bobinage dentaire.";La Delfa Patricio  (1), Fakam Mathias  (1), Hecquet Michel  (1), Gillon Frederic  (1);1 - Laboratoire L2EP (France);http://sge2014.sciencesconf.org/30193/document
Dispositifs EM et actionneurs spéciaux;poster;SP-J1-B;33216;0;Cet article présente l'optimisation du dimensionnement d'une génératrice à induction linéaire tubulaire intégrée dans un système de micro-cogénération motorisé par un moteur Stirling à piston libre « double effet ». Un des objectifs principaux est naturellement de maximiser la puissance électrique utile. Tout d'abord, un modèle analytique électromagnétique considérant la structure axisymétrique de la génératrice a été établi. Les vecteurs de Poynting radiaux y sont calculés permettant d'obtenir la force axiale en fonction du glissement. Les effets d'encoches et d'extrémités sont pris en compte par le développement en série de Fourier du courant inducteur. Les résultats théoriques s'avèrent cohérents avec les mesures expérimentales. Le modèle électromagnétique validé a permis de calculer les paramètres du schéma monophasé équivalent. Ensuite, dans le contexte du micro-cogénérateur, la génératrice est entraînée mécaniquement par le moteur Stirling avec un mouvement oscillatoire rapide. Une commande vectorielle de la force résistante a été adoptée pour assurer le fonctionnement en mode génératrice électrique et aussi la stabilité du moteur Stirling à piston libre. Un modèle découplé appelé le ?modèle énergie' a été construit pour permettre le calcul rapide du rendement électrique global du système. Finalement, le processus d'optimisation mettant en oeuvre le modèle analytique électromagnétique, le ?modèle énergie' et l'algorithme génétique NSGA-II, a permis de valider l'intérêt de la génératrice à induction linéaire tubulaire dans cette application.;Optimisation du dimensionnement d'une génératrice à induction linéaire tubulaire appliquée dans un système de micro-cogénération à moteur Stirling;Dang Thu Thuy  (1), Ruellan Marie  (2), Ben Ahmed Hamid  (2), Prevond Laurent  (2), Multon Bernard  (2);1 - Groupe de Recherche en Matériaux, Microélectronique, Acoustique et Nanotechnologies (France), 2 - Laboratoire SATIE (France);http://sge2014.sciencesconf.org/33216/document
Dispositifs EM et actionneurs spéciaux;poster;SP-J1-B;29330;0;Nous présentons dans ce papier comment a été résolu le problème de maintenir dans une position donnée, le mobile d'un actionneur à entrainement direct face à des chocs de haute intensité. De tels chocs apparaissent lors des tentatives d'effraction sur des serrures mécatroniques. Un prototype et des mesures étayent la théorie présentée.;Actionneur à entrainement direct pour serrure mécatronique;Alzingre Jean-Daniel  (1);1 - Moving Magnet Technologies S.A. (France);http://sge2014.sciencesconf.org/29330/document
Dispositifs EM et actionneurs spéciaux;poster;SP-J1-B;29342;0;Dans les pays en voie de développement, les systèmes de pompage photovoltaïque, souvent installés dans des zones arides, souffrent malheureusement le plus souvent de pannes qui, par faute de maintenance rendent finalement le dispositif non opérationnel. C'est dans ce contexte que nous proposons une conception optimale du système de pompage photovoltaïque synchrone en tenant en compte le vieillissement thermique de l'entraînement (moteur synchrone et onduleur). L'objectif est alors de dimensionner au plus juste le moteur et l'électronique de puissance vis à vis de la durée de vie des panneaux. La mise en oeuvre de ce dimensionnement optimal nécessite dans un premier temps les modélisations géométriques, thermiques et électriques des éléments de l'entraînement. En nous basant sur les vieillissements thermiques des isolations du moteur et de l'onduleur, nous estimons la durée de vie de l'ensemble. Les modèles établis sont la base de l'optimisation multicritère qui est ensuite conduite avec l'algorithme NSGA-II. Un compromis entre la masse et les échauffements est alors proposé de façon à maîtriser le coût de l'installation tout en choisissant un système plus robuste. ;Dimensionnement optimal d'un entraînement synchrone pour une application de pompage photovoltaïque;Agbokpanzo Richard Gilles (1) (2), Houngan K. Théophile (2), Espanet Christophe  (1);1 - FEMTO-ST (France), 2 - LETIA/CAME (Bénin);http://sge2014.sciencesconf.org/29342/document
Dispositifs EM et actionneurs spéciaux;poster;SP-J1-B;29677;0;Un système de recharge sans contact pour le véhicule électrique (VE) est considéré. Un modèle 3D par éléments finis (FE) du coupleur inductif est développé dans le but de calculer les inductances (Propres et Mutuelles) et le champ magnétique rayonné à travers le système. En outre, un modèle de circuit associé à un champ de calcul permet la détermination du comportement électrique du système pendant la charge. Les résultats de simulation sont ensuite validés par comparaison avec des mesures expérimentales. Le modèle développé permet la conception du système compte tenu de l'optimisation du transfert d'énergie et des contraintes de compatibilité électromagnétique rayonnée (CEM).;Etude des caractéristiques et du champ rayonné par le coupleur inductif d'un système de recharge sans contact pour véhicule électrique;Ibrahim Mohammad (1), Bernard Laurent (1), Pichon Lionel (1), Razek Adel (1);1 - Laboratoire LGEP (France);http://sge2014.sciencesconf.org/29677/document
